users,time,user_state,status
100,5.809426173567772,Registerd,{'status': 'OK'}
100,0.06453708000481129,NonRegisterd,{'status': 'OK'}
200,6.8083621226251125,Registerd,{'status': 'OK'}
200,0.06785392016172409,NonRegisterd,{'status': 'OK'}
300,7.338154109194875,Registerd,{'status': 'OK'}
300,0.07751889526844025,NonRegisterd,{'status': 'OK'}
400,7.0157595463097095,Registerd,{'status': 'OK'}
400,0.08165935985744,NonRegisterd,{'status': 'OK'}
500,6.858056714758277,Registerd,{'status': 'OK'}
500,0.08541550114750862,NonRegisterd,{'status': 'OK'}
600,7.718741245567799,Registerd,{'status': 'OK'}
600,0.09537570737302303,NonRegisterd,{'status': 'OK'}
700,7.686283849179745,Registerd,{'status': 'OK'}
700,0.10734171979129314,NonRegisterd,{'status': 'OK'}
800,7.0791205912828445,Registerd,{'status': 'OK'}
800,0.11202211864292622,NonRegisterd,{'status': 'OK'}
900,7.731541913002729,Registerd,{'status': 'OK'}
900,0.11239445582032204,NonRegisterd,{'status': 'OK'}
1000,6.933648401871324,Registerd,{'status': 'OK'}
1000,0.129468796774745,NonRegisterd,{'status': 'OK'}
1100,7.362160090357065,Registerd,{'status': 'OK'}
1100,0.12889045290648937,NonRegisterd,{'status': 'OK'}
1200,7.645877283066511,Registerd,{'status': 'OK'}
1200,0.13837213814258575,NonRegisterd,{'status': 'OK'}
1300,7.14359194971621,Registerd,{'status': 'OK'}
1300,0.13166124746203423,NonRegisterd,{'status': 'OK'}
1400,7.413237232714891,Registerd,{'status': 'OK'}
1400,0.1439092457294464,NonRegisterd,{'status': 'OK'}
1500,9.19964268617332,Registerd,{'status': 'OK'}
1500,0.15585842169821262,NonRegisterd,{'status': 'OK'}
1600,6.863265600055456,Registerd,{'status': 'OK'}
1600,0.16339704394340515,NonRegisterd,{'status': 'OK'}
1700,7.284431576728821,Registerd,{'status': 'OK'}
1700,0.160273939371109,NonRegisterd,{'status': 'OK'}
1800,7.064351227134466,Registerd,{'status': 'OK'}
1800,0.16313365660607815,NonRegisterd,{'status': 'OK'}
1900,7.105490637943149,Registerd,{'status': 'OK'}
1900,0.18013352900743484,NonRegisterd,{'status': 'OK'}
2000,7.939203899353743,Registerd,{'status': 'OK'}
2000,0.1707394551485777,NonRegisterd,{'status': 'OK'}
2100,8.091501159593463,Registerd,{'status': 'OK'}
2100,0.19085192494094372,NonRegisterd,{'status': 'OK'}
2200,7.02388103120029,Registerd,{'status': 'OK'}
2200,0.21181665919721127,NonRegisterd,{'status': 'OK'}
2300,7.709092918783426,Registerd,{'status': 'OK'}
2300,0.20692472718656063,NonRegisterd,{'status': 'OK'}
2400,7.565284799784422,Registerd,{'status': 'OK'}
2400,0.21164776384830475,NonRegisterd,{'status': 'OK'}
2500,7.450849449262023,Registerd,{'status': 'OK'}
2500,0.2178012914955616,NonRegisterd,{'status': 'OK'}
2600,7.221495354548097,Registerd,{'status': 'OK'}
2600,0.119550421833992,NonRegisterd,{'status': 'OK'}
2700,9.422675030305982,Registerd,{'status': 'OK'}
2700,0.12637183628976345,NonRegisterd,{'status': 'OK'}
2800,8.608494635671377,Registerd,{'status': 'OK'}
2800,0.23805185966193676,NonRegisterd,{'status': 'OK'}
2900,7.528008984401822,Registerd,{'status': 'OK'}
2900,0.11930028162896633,NonRegisterd,{'status': 'OK'}
3000,7.1155442353338,Registerd,{'status': 'OK'}
3000,0.12400505505502224,NonRegisterd,{'status': 'OK'}
3100,6.523959023877978,Registerd,{'status': 'OK'}
3100,0.12191891111433506,NonRegisterd,{'status': 'OK'}
3200,7.528951356187463,Registerd,{'status': 'OK'}
3200,0.26010395772755146,NonRegisterd,{'status': 'OK'}
3300,7.357520071789622,Registerd,{'status': 'OK'}
3300,0.2700209077447653,NonRegisterd,{'status': 'OK'}
3400,7.214720733463764,Registerd,{'status': 'OK'}
3400,0.14219532534480095,NonRegisterd,{'status': 'OK'}
3500,7.445901796221733,Registerd,{'status': 'OK'}
3500,0.27733492851257324,NonRegisterd,{'status': 'OK'}
3600,7.327940121293068,Registerd,{'status': 'OK'}
3600,0.27935915254056454,NonRegisterd,{'status': 'OK'}
3700,6.579118479043245,Registerd,{'status': 'OK'}
3700,0.27877211198210716,NonRegisterd,{'status': 'OK'}
3800,7.679035035893321,Registerd,{'status': 'OK'}
3800,0.14212586544454098,NonRegisterd,{'status': 'OK'}
3900,7.612198695540428,Registerd,{'status': 'OK'}
3900,0.29620432294905186,NonRegisterd,{'status': 'OK'}
4000,6.462838169187307,Registerd,{'status': 'OK'}
4000,0.2997428681701422,NonRegisterd,{'status': 'OK'}
4100,6.938218727707863,Registerd,{'status': 'OK'}
4100,0.300883200019598,NonRegisterd,{'status': 'OK'}
4200,7.063702819868922,Registerd,{'status': 'OK'}
4200,0.14815673045814037,NonRegisterd,{'status': 'OK'}
4300,7.54642323218286,Registerd,{'status': 'OK'}
4300,0.31738913990557194,NonRegisterd,{'status': 'OK'}
4400,6.125066826120019,Registerd,{'status': 'OK'}
4400,0.15124072693288326,NonRegisterd,{'status': 'OK'}
4500,9.194207480177283,Registerd,{'status': 'OK'}
4500,0.155833188444376,NonRegisterd,{'status': 'OK'}
4600,6.871665274724364,Registerd,{'status': 'OK'}
4600,0.15708155371248722,NonRegisterd,{'status': 'OK'}
4700,7.6918693874031305,Registerd,{'status': 'OK'}
4700,0.16709099523723125,NonRegisterd,{'status': 'OK'}
4800,7.703329956158996,Registerd,{'status': 'OK'}
4800,0.1682329773902893,NonRegisterd,{'status': 'OK'}
4900,7.304257145151496,Registerd,{'status': 'OK'}
4900,0.16212126798927784,NonRegisterd,{'status': 'OK'}
5000,6.602928824722767,Registerd,{'status': 'OK'}
5000,0.1775225829333067,NonRegisterd,{'status': 'OK'}
5100,7.164490098133683,Registerd,{'status': 'OK'}
5100,0.37105656042695045,NonRegisterd,{'status': 'OK'}
5200,7.636320931836963,Registerd,{'status': 'OK'}
5200,0.24545952677726746,NonRegisterd,{'status': 'OK'}
